pincode,city,state
249194,Uttarkashi,Uttarakhand
249196,Uttarkashi,Uttarakhand
249201,Rishikesh,Uttarakhand
249202,Rishikesh,Uttarakhand
249203,Rishikesh,Uttarakhand
249204,Rishikesh,Uttarakhand
249205,Rishikesh,Uttarakhand
249301,Pauri,Uttarakhand
249302,Rishikesh,Uttarakhand
249304,Rishikesh,Uttarakhand
249306,Rishikesh,Uttarakhand
249401,Haridwar,Uttarakhand
249402,Haridwar,Uttarakhand
249403,Haridwar,Uttarakhand
249404,Haridwar,Uttarakhand
249405,Roorkee,Uttarakhand
249407,Haridwar,Uttarakhand
249408,Haridwar,Uttarakhand
249409,Haridwar,Uttarakhand
249410,Haridwar,Uttarakhand
249411,Haridwar,Uttarakhand
250001,Meerut,Uttar Pradesh
250002,Meerut,Uttar Pradesh
250003,Meerut,Uttar Pradesh
250004,Meerut,Uttar Pradesh
250005,Meerut,Uttar Pradesh
250007,Meerut,Uttar Pradesh
250010,Meerut,Uttar Pradesh
250013,Meerut,Uttar Pradesh
250101,Baghpat,Uttar Pradesh
250102,Meerut,Uttar Pradesh
250103,Meerut,Uttar Pradesh
250104,Meerut,Uttar Pradesh
250105,Meerut,Uttar Pradesh
250106,Meerut,Uttar Pradesh
250110,Daurala,Uttar Pradesh
250205,Modinagar,Uttar Pradesh
250221,Daurala,Uttar Pradesh
250222,Daurala,Uttar Pradesh
250223,Daurala,Uttar Pradesh
250341,Meerut,Uttar Pradesh
250342,Daurala,Uttar Pradesh
250344,Meerut,Uttar Pradesh
250345,Baraut,Uttar Pradesh
250401,Mawana,Uttar Pradesh
250402,Meerut,Uttar Pradesh
250403,Meerut,Uttar Pradesh
250404,Mawana,Uttar Pradesh
250406,Meerut,Uttar Pradesh
250501,Meerut,Uttar Pradesh
250502,Meerut,Uttar Pradesh
250601,Baghpat,Uttar Pradesh
250606,Baghpat,Uttar Pradesh
250609,Baghpat,Uttar Pradesh
250611,Baraut,Uttar Pradesh
250612,Baraut,Uttar Pradesh
250615,Baghpat,Uttar Pradesh
250617,Baraut,Uttar Pradesh
250619,Baraut,Uttar Pradesh
250620,Baraut,Uttar Pradesh
250621,Baraut,Uttar Pradesh
250622,Baraut,Uttar Pradesh
250623,Baraut,Uttar Pradesh
250625,Baraut,Uttar Pradesh
250626,Modinagar,Uttar Pradesh
251001,Muzaffarnagar,Uttar Pradesh
251002,Muzaffarnagar,Uttar Pradesh
251003,Muzaffarnagar,Uttar Pradesh
251201,Khatauli,Uttar Pradesh
251202,Muzaffarnagar,Uttar Pradesh
251203,Khatauli,Uttar Pradesh
251301,Thanabhawan,Uttar Pradesh
251305,Budhana,Uttar Pradesh
251306,Muzaffarnagar,Uttar Pradesh
251307,Muzaffarnagar,Uttar Pradesh
251308,Muzaffarnagar,Uttar Pradesh
251309,Budhana,Uttar Pradesh
251310,Muzaffarnagar,Uttar Pradesh
251311,Muzaffarnagar,Uttar Pradesh
251314,Khatauli,Uttar Pradesh
251315,Khatauli,Uttar Pradesh
251316,Muzaffarnagar,Uttar Pradesh
251318,Budhana,Uttar Pradesh
251319,Budhana,Uttar Pradesh
251320,Khatauli,Uttar Pradesh
251327,Muzaffarnagar,Uttar Pradesh
261001,Sitapur,Uttar Pradesh
261121,Maholi,Uttar Pradesh
261125,Sitapur,Uttar Pradesh
261131,Sitapur,Uttar Pradesh
261135,Biswan,Uttar Pradesh
261136,Biswan,Uttar Pradesh
261141,Maholi,Uttar Pradesh
261145,Biswan,Uttar Pradesh
261151,Maholi,Uttar Pradesh
261201,Biswan,Uttar Pradesh
261202,Biswan,Uttar Pradesh
261203,Fatehpur-UP,Uttar Pradesh
261204,Fatehpur-UP,Uttar Pradesh
261205,Biswan,Uttar Pradesh
261206,Biswan,Uttar Pradesh
261207,Biswan,Uttar Pradesh
261208,Laharpur,Uttar Pradesh
261301,Sidhauli,Uttar Pradesh
261302,Sidhauli,Uttar Pradesh
261303,Sidhauli,Uttar Pradesh
261401,Mishrikh,Uttar Pradesh
261402,Mishrikh,Uttar Pradesh
261403,Mishrikh,Uttar Pradesh
261404,Sitapur,Uttar Pradesh
261405,Sitapur,Uttar Pradesh
261501,Lakhimpur,Uttar Pradesh
261502,Dhaurahara,Uttar Pradesh
261505,Mohammadi,Uttar Pradesh
261506,Lakhimpur,Uttar Pradesh
262001,Pilibhit,Uttar Pradesh
262121,Sitarganj,Uttar Pradesh
262122,Puranpur,Uttar Pradesh
262124,Puranpur,Uttar Pradesh
262201,Bisalpur,Uttar Pradesh
262202,Bisalpur,Uttar Pradesh
262203,Pilibhit,Uttar Pradesh
262302,Pilibhit,Uttar Pradesh
262305,Pilibhit,Uttar Pradesh
262308,Khatima,Uttar Pradesh
262309,Tanakpur,Uttar Pradesh
262310,Tanakpur,Uttar Pradesh
262311,Sitarganj,Uttar Pradesh
262401,Kashipur,Uttar Pradesh
262402,Haldwani,Uttar Pradesh
262405,Sitarganj,Uttar Pradesh
262406,Nawabganj-UP,Uttar Pradesh
262407,Nawabganj-UP,Uttar Pradesh
262501,Pithoragarh,Uttar Pradesh
262502,Pithoragarh,Uttar Pradesh
262520,Pithoragarh,Uttar Pradesh
262521,Pithoragarh,Uttar Pradesh
262522,Pithoragarh,Uttar Pradesh
262523,Lohaghat,Uttar Pradesh
262524,Lohaghat,Uttar Pradesh
262525,Lohaghat,Uttar Pradesh
262527,Lohaghat,Uttar Pradesh
262528,Lohaghat,Uttar Pradesh
262530,Pithoragarh,Uttar Pradesh
262531,Berinag,Uttar Pradesh
262532,Berinag,Uttar Pradesh
262533,Berinag,Uttar Pradesh
262534,Berinag,Uttar Pradesh
262540,Pithoragarh,Uttar Pradesh
262545,Dharchula,Uttar Pradesh
262550,Didihat,Uttar Pradesh
262551,Didihat,Uttar Pradesh
262552,Didihat,Uttar Pradesh
262554,Munsyari,Uttar Pradesh
262580,Lohaghat,Uttar Pradesh
262701,Lakhimpur,Uttar Pradesh
262702,Lakhimpur,Uttar Pradesh
262721,Lakhimpur,Uttar Pradesh
262722,Dhaurahara,Uttar Pradesh
262723,Dhaurahara,Uttar Pradesh
262724,Dhaurahara,Uttar Pradesh
262725,Lakhimpur,Uttar Pradesh
262726,Lakhimpur,Uttar Pradesh
262727,Maholi,Uttar Pradesh
262728,Lakhimpur,Uttar Pradesh
262801,Gola,Uttar Pradesh
262802,Gola,Uttar Pradesh
262803,Khutar,Uttar Pradesh
262804,Gola,Uttar Pradesh
262805,Gola,Uttar Pradesh
262901,Bailaha,Uttar Pradesh
262902,Bailaha,Uttar Pradesh
262903,Nighasan,Uttar Pradesh
262904,Bailaha,Uttar Pradesh
262905,Nighasan,Uttar Pradesh
262906,Nighasan,Uttar Pradesh
262907,Nighasan,Uttar Pradesh
262908,Nighasan,Uttar Pradesh
263001,Nainital,Uttarakhand
263002,Nainital,Uttarakhand
263126,Haldwani,Uttarakhand
263127,Nainital,Uttarakhand
263128,Nainital,Uttarakhand
263135,Nainital,Uttarakhand
263136,Nainital,Uttarakhand
263139,Haldwani,Uttarakhand
263140,Haldwani,Uttarakhand
263142,Rudrapur,Uttarakhand
263143,Rudrapur,Uttarakhand
263145,Rudrapur,Uttarakhand
263146,Rudrapur,Uttarakhand
263148,Rudrapur,Uttarakhand
263149,Rudrapur,Uttarakhand
263150,Rudrapur,Uttarakhand
263151,Sitarganj,Uttarakhand
263152,Rudrapur,Uttarakhand
263153,Rudrapur,Uttarakhand
263154,Rudrapur,Uttarakhand
263156,Nainital,Uttarakhand
263159,Ramnagar,Uttarakhand
263160,Rudrapur,Uttarakhand
263401,Kashipur,Uttarakhand
263601,Almora,Uttarakhand
263620,Almora,Uttarakhand
263621,Dwarahat,Uttarakhand
263624,Almora,Uttarakhand
263630,Bageshwar,Uttarakhand
263632,Bageshwar,Uttarakhand
263634,Bageshwar,Uttarakhand
263636,Almora,Uttarakhand
263637,Someshwar,Uttarakhand
263638,Someshwar,Uttarakhand
263639,Someshwar,Uttarakhand
263641,Baijnath-UK,Uttarakhand
263642,Bageshwar,Uttarakhand
263643,Almora,Uttarakhand
263645,Ranikhet,Uttarakhand
263646,Ranikhet,Uttarakhand
263651,Ranikhet,Uttarakhand
263652,Ranikhet,Uttarakhand
263653,Ranikhet,Uttarakhand
263655,Ranikhet,Uttarakhand
263656,Dwarahat,Uttarakhand
263663,Ranikhet,Uttarakhand
271001,Gonda,Uttar Pradesh
271002,Gonda,Uttar Pradesh
271003,Gonda,Uttar Pradesh
271006,Gonda,Uttar Pradesh
271122,Gonda,Uttar Pradesh
271123,Gonda,Uttar Pradesh
271124,Gonda,Uttar Pradesh
271125,Gonda,Uttar Pradesh
271126,Gonda,Uttar Pradesh
271129,Gonda,Uttar Pradesh
271201,Balrampur,Uttar Pradesh
271202,Gonda,Uttar Pradesh
271203,Balrampur,Uttar Pradesh
271204,Ikauna,Uttar Pradesh
271205,Balrampur,Uttar Pradesh
271206,Tulsipur,Uttar Pradesh
271207,Balrampur,Uttar Pradesh
271208,Tulsipur,Uttar Pradesh
271209,Itia Thok,Uttar Pradesh
271210,Tulsipur,Uttar Pradesh
271215,Balrampur,Uttar Pradesh
271301,Gonda,Uttar Pradesh
271302,Nawabganj,Uttar Pradesh
271303,Nawabganj,Uttar Pradesh
271304,Nawabganj,Uttar Pradesh
271305,Itava,Uttar Pradesh
271306,Utraula,Uttar Pradesh
271307,Domariyaganj,Uttar Pradesh
271308,Gonda,Uttar Pradesh
271309,Nawabganj,Uttar Pradesh
271310,Gonda,Uttar Pradesh
271311,Colonejganj,Uttar Pradesh
271312,Domariyaganj,Uttar Pradesh
271313,Itava,Uttar Pradesh
271319,Nawabganj,Uttar Pradesh
271401,Gonda,Uttar Pradesh
271402,Gonda,Uttar Pradesh
271403,Nawabganj,Uttar Pradesh
271502,Colonejganj,Uttar Pradesh
271503,Gonda,Uttar Pradesh
271504,Colonejganj,Uttar Pradesh
271601,Gonda,Uttar Pradesh
271602,Gonda,Uttar Pradesh
271603,Gonda,Uttar Pradesh
271604,Utraula,Uttar Pradesh
271605,Utraula,Uttar Pradesh
271607,Utraula,Uttar Pradesh
271609,Utraula,Uttar Pradesh
271801,Bahraich,Uttar Pradesh
271802,Bahraich,Uttar Pradesh
271803,Bhinga,Uttar Pradesh
271804,Bhinga,Uttar Pradesh
271805,Ikauna,Uttar Pradesh
271806,Bahraich,Uttar Pradesh
271821,Ikauna,Uttar Pradesh
271824,Bahraich,Uttar Pradesh
271825,Bahraich,Uttar Pradesh
271830,Nanpara,Uttar Pradesh
271831,Bhinga,Uttar Pradesh
271835,Ikauna,Uttar Pradesh
271840,Bhinga,Uttar Pradesh
271841,Colonejganj,Uttar Pradesh
271845,Ikauna,Uttar Pradesh
271851,Bahraich,Uttar Pradesh
271855,Nanpara,Uttar Pradesh
271861,Balrampur,Uttar Pradesh
271865,Nanpara,Uttar Pradesh
271870,Bahraich,Uttar Pradesh
271871,Bahraich,Uttar Pradesh
271872,Bahraich,Uttar Pradesh
271875,Bahraich,Uttar Pradesh
271881,Nanpara,Uttar Pradesh
271882,Nanpara,Uttar Pradesh
271901,Colonejganj,Uttar Pradesh
271902,Bahraich,Uttar Pradesh
271903,Colonejganj,Uttar Pradesh
271904,Colonejganj,Uttar Pradesh
272001,Basti,Uttar Pradesh
272002,Basti,Uttar Pradesh
272105,Basti,Uttar Pradesh
272123,Basti,Uttar Pradesh
272124,Basti,Uttar Pradesh
272125,Basti,Uttar Pradesh
272126,Basti,Uttar Pradesh
272127,Itava,Uttar Pradesh
272128,Harraiya,Uttar Pradesh
272129,Nawabganj,Uttar Pradesh
272130,Itava,Uttar Pradesh
272131,Harraiya,Uttar Pradesh
272148,Rudhauli,Uttar Pradesh
272150,Basti,Uttar Pradesh
272151,Basti,Uttar Pradesh
272152,Bansi,Uttar Pradesh
272153,Bansi,Uttar Pradesh
272154,Menhdawal,Uttar Pradesh
272155,Harraiya,Uttar Pradesh
272161,Harraiya,Uttar Pradesh
272163,Itava,Uttar Pradesh
272164,Khalilabad,Uttar Pradesh
272165,Sikriganj,Uttar Pradesh
272170,Khalilabad,Uttar Pradesh
272173,Khalilabad,Uttar Pradesh
272175,Khalilabad,Uttar Pradesh
272178,Khalilabad,Uttar Pradesh
272181,Itava,Uttar Pradesh
272182,Basti,Uttar Pradesh
272189,Domariyaganj,Uttar Pradesh
272190,Basti,Uttar Pradesh
272191,Domariyaganj,Uttar Pradesh
272192,Domariyaganj,Uttar Pradesh
272193,Utraula,Uttar Pradesh
272194,Rudhauli,Uttar Pradesh
272195,Domariyaganj,Uttar Pradesh
272199,Menhdawal,Uttar Pradesh
272201,Shohratgarh,Uttar Pradesh
272202,Naugarh,Uttar Pradesh
272203,Naugarh,Uttar Pradesh
272204,Naugarh,Uttar Pradesh
272205,Shohratgarh,Uttar Pradesh
272206,Naugarh,Uttar Pradesh
272207,Naugarh,Uttar Pradesh
272208,Naugarh,Uttar Pradesh
272270,Menhdawal,Uttar Pradesh
272271,Menhdawal,Uttar Pradesh
272301,Tanda,Uttar Pradesh
272302,Basti,Uttar Pradesh
273001,Gorakhpur,Uttar Pradesh
273002,Gorakhpur,Uttar Pradesh
273003,Gorakhpur,Uttar Pradesh
273004,Gorakhpur,Uttar Pradesh
273005,Gorakhpur,Uttar Pradesh
273006,Gorakhpur,Uttar Pradesh
273007,Gorakhpur,Uttar Pradesh
273008,Gorakhpur,Uttar Pradesh
273009,Gorakhpur,Uttar Pradesh
273010,Gorakhpur,Uttar Pradesh
273011,Gorakhpur,Uttar Pradesh
273012,Gorakhpur,Uttar Pradesh
273013,Gorakhpur,Uttar Pradesh
273014,Gorakhpur,Uttar Pradesh
273015,Gorakhpur,Uttar Pradesh
273016,Gorakhpur,Uttar Pradesh
273017,Gorakhpur,Uttar Pradesh
273151,Kaptanganj,Uttar Pradesh
273152,Bhathat,Uttar Pradesh
273155,Anandnagar,Uttar Pradesh
273157,Parsoni,Uttar Pradesh
273158,Anandnagar,Uttar Pradesh
273161,Anandnagar,Uttar Pradesh
273162,Parsoni,Uttar Pradesh
273163,Nichlaul,Uttar Pradesh
273164,Nautanwa,Uttar Pradesh
273165,Anandnagar,Uttar Pradesh
273201,Gauri Bazar,Uttar Pradesh
273202,Gorakhpur,Uttar Pradesh
273203,Gauri Bazar,Uttar Pradesh
273207,Nichlaul,Uttar Pradesh
273209,Gorakhpur,Uttar Pradesh
273211,Sikriganj,Uttar Pradesh
273212,Gorakhpur,Uttar Pradesh
273213,Sikriganj,Uttar Pradesh
273301,Kaptanganj,Uttar Pradesh
273302,Maharajganj,Uttar Pradesh
273303,Maharajganj,Uttar Pradesh
273304,Nichlaul,Uttar Pradesh
273305,Nichlaul,Uttar Pradesh
273306,Bhathat,Uttar Pradesh
273308,Nautanwa,Uttar Pradesh
273309,Parsoni,Uttar Pradesh
273310,Bhathat,Uttar Pradesh
273311,Nichlaul,Uttar Pradesh
273401,Gorakhpur,Uttar Pradesh
273402,Dohrighat,Uttar Pradesh
273403,Kauriram,Uttar Pradesh
273404,Sikriganj,Uttar Pradesh
273405,Kauriram,Uttar Pradesh
273406,Sikriganj,Uttar Pradesh
273407,Sikriganj,Uttar Pradesh
273408,Barhalganj,Uttar Pradesh
273409,Sikriganj,Uttar Pradesh
273411,Kauriram,Uttar Pradesh
273412,Barhalganj,Uttar Pradesh
273413,Kauriram,Uttar Pradesh
274001,Deoria,Uttar Pradesh
274003,Deoria,Uttar Pradesh
274149,Kaptanganj,Uttar Pradesh
274182,Barhaj,Uttar Pradesh
274201,Deoria,Uttar Pradesh
274202,Gauri Bazar,Uttar Pradesh
274203,Kushinagar,Uttar Pradesh
274204,Gauri Bazar,Uttar Pradesh
274205,Barhaj,Uttar Pradesh
274206,Kaptanganj,Uttar Pradesh
274207,Kushinagar,Uttar Pradesh
274208,Barhalganj,Uttar Pradesh
274301,Kaptanganj,Uttar Pradesh
274302,Sewarhi,Uttar Pradesh
274303,Padrauna,Uttar Pradesh
274304,Padrauna,Uttar Pradesh
274305,Kaptanganj,Uttar Pradesh
274306,Kaptanganj,Uttar Pradesh
274307,Padrauna,Uttar Pradesh
274308,Padrauna,Uttar Pradesh
274309,Padrauna,Uttar Pradesh
274401,Kushinagar,Uttar Pradesh
274402,Kushinagar,Uttar Pradesh
274403,Kushinagar,Uttar Pradesh
274404,Kushinagar,Uttar Pradesh
274405,Deoria,Uttar Pradesh
274406,Sewarhi,Uttar Pradesh
274407,Sewarhi,Uttar Pradesh
274408,Kushinagar,Uttar Pradesh
274409,Sewarhi,Uttar Pradesh
274501,Salempur,Uttar Pradesh
274502,Salempur,Uttar Pradesh
274505,Salempur,Uttar Pradesh
274506,Salempur,Uttar Pradesh
274508,Salempur,Uttar Pradesh
274509,Salempur,Uttar Pradesh
274601,Barhaj,Uttar Pradesh
274602,Salempur,Uttar Pradesh
274603,Barhaj,Uttar Pradesh
274604,Barhaj,Uttar Pradesh
274701,Salempur,Uttar Pradesh
274702,Salempur,Uttar Pradesh
274703,Salempur,Uttar Pradesh
274704,Salempur,Uttar Pradesh
274705,Salempur,Uttar Pradesh
274801,Khadda,Uttar Pradesh
274802,Khadda,Uttar Pradesh
274806,Deoria,Uttar Pradesh
274807,Deoria,Uttar Pradesh
274808,Salempur,Uttar Pradesh
275101,Mau,Uttar Pradesh
275102,Mau,Uttar Pradesh
275103,Mau,Uttar Pradesh
275105,Ghosi,Uttar Pradesh
275201,Mau,Uttar Pradesh
275202,Chiraiyakot,Uttar Pradesh
275203,Chiraiyakot,Uttar Pradesh
275204,Dullahpur,Uttar Pradesh
275205,Dullahpur,Uttar Pradesh
275301,Ghosi,Uttar Pradesh
275302,Ghosi,Uttar Pradesh
275303,Dohrighat,Uttar Pradesh
275304,Ghosi,Uttar Pradesh
275305,Mau,Uttar Pradesh
275306,Ghosi,Uttar Pradesh
275307,Ghosi,Uttar Pradesh
276001,Azamgarh,Uttar Pradesh
276121,Jiyanpur,Uttar Pradesh
276122,Jiyanpur,Uttar Pradesh
276123,Aunrihar,Uttar Pradesh
276124,Jiyanpur,Uttar Pradesh
276125,Jiyanpur,Uttar Pradesh
276126,Chiraiyakot,Uttar Pradesh
276127,Jiyanpur,Uttar Pradesh
276128,Azamgarh,Uttar Pradesh
276129,Chiraiyakot,Uttar Pradesh
276131,Chiraiyakot,Uttar Pradesh
276135,Nizamabad-UP,Uttar Pradesh
276136,Jiyanpur,Uttar Pradesh
276137,Rajesultanpur,Uttar Pradesh
276138,Jiyanpur,Uttar Pradesh
276139,Rajesultanpur,Uttar Pradesh
276140,Jiyanpur,Uttar Pradesh
276141,Rajesultanpur,Uttar Pradesh
276142,Rajesultanpur,Uttar Pradesh
276143,Jalalpur,Uttar Pradesh
276201,Kerakat,Uttar Pradesh
276202,Azamgarh,Uttar Pradesh
276203,Aunrihar,Uttar Pradesh
276204,Azamgarh,Uttar Pradesh
276205,Azamgarh,Uttar Pradesh
276206,Nizamabad-UP,Uttar Pradesh
276207,Azamgarh,Uttar Pradesh
276208,Nizamabad-UP,Uttar Pradesh
276288,Shahganj,Uttar Pradesh
276301,Azamgarh,Uttar Pradesh
276302,Azamgarh,Uttar Pradesh
276303,Azamgarh,Uttar Pradesh
276304,Sarai Meer,Uttar Pradesh
276305,Sarai Meer,Uttar Pradesh
276306,Ghosi,Uttar Pradesh
276402,Chiraiyakot,Uttar Pradesh
276403,Chiraiyakot,Uttar Pradesh
276404,Azamgarh,Uttar Pradesh
276405,Ghosi,Uttar Pradesh
276406,Azamgarh,Uttar Pradesh
277001,Ballia,Uttar Pradesh
277121,Ballia,Uttar Pradesh
277123,Ballia,Uttar Pradesh
277124,Sikandarpur,Uttar Pradesh
277201,Bariya,Uttar Pradesh
277202,Ballia,Uttar Pradesh
277203,Ballia,Uttar Pradesh
277205,Sahatwar,Uttar Pradesh
277207,Sikandarpur,Uttar Pradesh
277208,Bariya,Uttar Pradesh
277209,Sahatwar,Uttar Pradesh
277210,Ballia,Uttar Pradesh
277211,Sahatwar,Uttar Pradesh
277213,Bariya,Uttar Pradesh
277219,Ballia,Uttar Pradesh
277301,Ballia,Uttar Pradesh
277302,Sikandarpur,Uttar Pradesh
277303,Sikandarpur,Uttar Pradesh
277304,Ballia,Uttar Pradesh
277401,Ballia,Uttar Pradesh
277402,Ballia,Uttar Pradesh
277403,Sahatwar,Uttar Pradesh
277501,Phephna,Uttar Pradesh
277502,Ballia,Uttar Pradesh
277503,Ballia,Uttar Pradesh
277504,Phephna,Uttar Pradesh
277506,Ballia,Uttar Pradesh
281001,Mathura,Uttar Pradesh
281002,Mathura,Uttar Pradesh
281003,Mathura,Uttar Pradesh
281004,Mathura,Uttar Pradesh
281005,Mathura,Uttar Pradesh
281006,Mathura,Uttar Pradesh
281104,Hathras,Uttar Pradesh
281121,Vrindavan,Uttar Pradesh
281122,Mathura,Uttar Pradesh
281123,Mathura,Uttar Pradesh
281201,Chhata,Uttar Pradesh
281203,Chhata,Uttar Pradesh
281204,Vrindavan,Uttar Pradesh
281206,Hathras,Uttar Pradesh
281301,Mathura,Uttar Pradesh
281302,Mathura,Uttar Pradesh
281303,Mathura,Uttar Pradesh
281305,Mathura,Uttar Pradesh
281306,Hathras,Uttar Pradesh
281307,Hathras,Uttar Pradesh
281308,Mathura,Uttar Pradesh
281401,Chhata,Uttar Pradesh
281403,Chhata,Uttar Pradesh
281404,Chhata,Uttar Pradesh
281405,Chhata,Uttar Pradesh
281406,Vrindavan,Uttar Pradesh
281501,Mathura,Uttar Pradesh
281502,Mathura,Uttar Pradesh
281504,Chhata,Uttar Pradesh
282001,Agra,Uttar Pradesh
282002,Agra,Uttar Pradesh
282003,Agra,Uttar Pradesh
282004,Agra,Uttar Pradesh
282005,Agra,Uttar Pradesh
282006,Agra,Uttar Pradesh
282007,Agra,Uttar Pradesh
282008,Agra,Uttar Pradesh
282009,Agra,Uttar Pradesh
282010,Agra,Uttar Pradesh
283101,Kirauli,Uttar Pradesh
283102,Kirauli,Uttar Pradesh
283103,Firozabad,Uttar Pradesh
283104,Fatehabad-UP,Uttar Pradesh
283105,Agra,Uttar Pradesh
283110,Kirauli,Uttar Pradesh
283111,Fatehabad-UP,Uttar Pradesh
283112,Kheragarh,Uttar Pradesh
283113,Fatehabad-UP,Uttar Pradesh
283114,Fatehabad-UP,Uttar Pradesh
283115,Kheragarh,Uttar Pradesh
283119,Kheragarh,Uttar Pradesh
283121,Kheragarh,Uttar Pradesh
283122,Kirauli,Uttar Pradesh
283123,Fatehabad-UP,Uttar Pradesh
283124,Kheragarh,Uttar Pradesh
283125,Fatehabad-UP,Uttar Pradesh
283126,Agra,Uttar Pradesh
283130,Etah,Uttar Pradesh
283135,Shikohabad,Uttar Pradesh
283136,Shikohabad,Uttar Pradesh
283141,Shikohabad,Uttar Pradesh
283142,Shikohabad,Uttar Pradesh
283145,Shikohabad,Uttar Pradesh
283151,Shikohabad,Uttar Pradesh
283152,Etah,Uttar Pradesh
283201,Tundla,Uttar Pradesh
283202,Agra,Uttar Pradesh
283203,Firozabad,Uttar Pradesh
283204,Firozabad,Uttar Pradesh
283205,Firozabad,Uttar Pradesh
283206,Firozabad,Uttar Pradesh
283207,Firozabad,Uttar Pradesh
284001,Jhansi,Uttar Pradesh
284002,Jhansi,Uttar Pradesh
284003,Jhansi,Uttar Pradesh
284120,Jhansi,Uttar Pradesh
284121,Jhansi,Uttar Pradesh
284122,Lalitpur,Uttar Pradesh
284123,Lalitpur,Uttar Pradesh
284124,Lalitpur,Uttar Pradesh
284125,Talbahat,Uttar Pradesh
284126,Talbahat,Uttar Pradesh
284127,Jhansi,Uttar Pradesh
284128,Jhansi,Uttar Pradesh
284129,Jhansi,Uttar Pradesh
284135,Jhansi,Uttar Pradesh
284136,Talbahat,Uttar Pradesh
284201,Prithvipur,Uttar Pradesh
284202,Chirgaon,Uttar Pradesh
284203,Chirgaon,Uttar Pradesh
284204,Mauranipur,Uttar Pradesh
284205,Mauranipur,Uttar Pradesh
284206,Chirgaon,Uttar Pradesh
284301,Chirgaon,Uttar Pradesh
284302,Poonchh,Uttar Pradesh
284303,Chirgaon,Uttar Pradesh
284304,Chirgaon,Uttar Pradesh
284305,Chirgaon,Uttar Pradesh
284306,Chirgaon,Uttar Pradesh
284401,Jhansi,Uttar Pradesh
284402,Mahrauni,Uttar Pradesh
284403,Lalitpur,Uttar Pradesh
284404,Mahrauni,Uttar Pradesh
284405,Mahrauni,Uttar Pradesh
284406,Mahrauni,Uttar Pradesh
284419,Jhansi,Uttar Pradesh
284501,Lalitpur,Uttar Pradesh
285001,Orai,Uttar Pradesh
285121,Konch,Uttar Pradesh
285122,Orai,Uttar Pradesh
285123,Orai,Uttar Pradesh
285124,Jalaun,Uttar Pradesh
285125,Auraiya,Uttar Pradesh
285126,Jalaun,Uttar Pradesh
285127,Jalaun,Uttar Pradesh
285128,Jalaun,Uttar Pradesh
285129,Jalaun,Uttar Pradesh
285130,Jalaun,Uttar Pradesh
285201,Konch,Uttar Pradesh
285202,Orai,Uttar Pradesh
285203,Pukhrayan,Uttar Pradesh
285204,Pukhrayan,Uttar Pradesh
285205,Konch,Uttar Pradesh
285206,Konch,Uttar Pradesh
285223,Konch,Uttar Pradesh
301001,Alwar,Rajasthan
301002,Alwar,Rajasthan
301017,Bhiwadi,Rajasthan
301018,Bhiwadi,Rajasthan
301019,Bhiwadi,Rajasthan
301020,Neemrana,Rajasthan
301021,Laxmangarh,Rajasthan
301022,Viratnagar,Rajasthan
301023,Alwar,Rajasthan
301024,Bansur,Rajasthan
301025,Alwar,Rajasthan
301026,Alwar,Rajasthan
301027,Viratnagar,Rajasthan
301028,Alwar,Rajasthan
301030,Alwar,Rajasthan
301031,Alwar,Rajasthan
301032,Alwar,Rajasthan
301035,Laxmangarh,Rajasthan
301036,Tijara,Rajasthan
301101,Bhilwara,Rajasthan
301401,Rewari,Rajasthan
301402,Bansur,Rajasthan
301403,Khairthal,Rajasthan
301404,Khairthal,Rajasthan
301405,Khairthal,Rajasthan
301406,Rajgarh-RJ,Rajasthan
301407,Khairthal,Rajasthan
301408,Rajgarh-RJ,Rajasthan
301409,Rajgarh-RJ,Rajasthan
301410,Rajgarh-RJ,Rajasthan
301411,Tijara,Rajasthan
301412,Bansur,Rajasthan
301413,Rajgarh-RJ,Rajasthan
301414,Rajgarh-RJ,Rajasthan
301415,Laxmangarh,Rajasthan
301416,Bansur,Rajasthan
301417,Bhiwadi,Rajasthan
301418,Bhiwadi,Rajasthan
301420,Bhiwadi,Rajasthan
301423,Bhiwadi,Rajasthan
301424,Bhiwadi,Rajasthan
301427,Neemrana,Rajasthan
301604,Laxmangarh,Rajasthan
301701,Neemrana,Rajasthan
301702,Tijara,Rajasthan
301703,Neemrana,Rajasthan
301705,Neemrana,Rajasthan
301706,Neemrana,Rajasthan
301707,Bhiwadi,Rajasthan
301708,Neemrana,Rajasthan
301709,Neemrana,Rajasthan
301713,Narnaul,Rajasthan
301714,Neemrana,Rajasthan
302001,Jaipur,Rajasthan
302002,Jaipur,Rajasthan
302003,Jaipur,Rajasthan
302004,Jaipur,Rajasthan
302005,Jaipur,Rajasthan
302006,Jaipur,Rajasthan
302007,Jaipur,Rajasthan
302008,Jaipur,Rajasthan
302009,Jaipur,Rajasthan
302010,Jaipur,Rajasthan
302011,Jaipur,Rajasthan
302012,Jaipur,Rajasthan
302013,Jaipur,Rajasthan
302014,Jaipur,Rajasthan
302015,Jaipur,Rajasthan
302016,Jaipur,Rajasthan
302017,Jaipur,Rajasthan
302018,Jaipur,Rajasthan
302019,Jaipur,Rajasthan
302020,Jaipur,Rajasthan
302021,Jaipur,Rajasthan
302022,Jaipur,Rajasthan
302023,Jaipur,Rajasthan
302024,Jaipur,Rajasthan
302025,Jaipur,Rajasthan
